name,C_SRR370,C_SRR371,C_SRR372,C_SRR373,C_SRR374,C_SRR377,C_SRR378,C_SRR380,C_SRR381,C_SRR382,PD_SRR316,PD_SRR317,PD_SRR318,PD_SRR319,PD_SRR320,PD_SRR325,PD_SRR329,PD_SRR333,PD_SRR334,PD_SRR335
Arachnia propionica,1e-05,0.0,1e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,1e-05
Arachnia rubra,0.0,0.0,1e-05,0.0,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0
Archangium violaceum,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arcobacter sp. 15-2,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arcticibacter sp. MXS-1,0.0,0.0,1e-05,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aristaeella hokkaidonensis,0.0,6e-05,4e-05,0.0,2e-05,2e-05,1e-05,2e-05,2e-05,2e-05,0.0,3e-05,2e-05,3e-05,0.0,0.0,2e-05,2e-05,0.0,0.0
Aristaeella lactis,1e-05,4e-05,6e-05,0.0,4e-05,4e-05,1e-05,3e-05,1e-05,2e-05,1e-05,1e-05,2e-05,3e-05,1e-05,0.0,2e-05,1e-05,0.0,0.0
Aromatoleum aromaticum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthrobacter crystallopoietes,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthrobacter sp. ATA002,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthrobacter sp. CDRTa11,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthrobacter sp. StoSoilA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthrobacter zhaoxinii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asticcacaulis sp. MM231,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atopobium sp. oral taxon 416,0.0,0.0,1e-05,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurodevirus hiberniae,0.0,0.0,6e-05,0.0,1e-05,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurodevirus hominis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0
Aurodevirus intestinalis,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azoarcus sp. DD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0
Azonexus sp. IMCC34839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azospirillum humicireducens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azospirillum oryzae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Azospirillum sp. A29,0.0,0.0,1e-05,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacillus altitudinis,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacillus amyloliquefaciens,0.0,0.0,0.0,0.0,0.0,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacillus cereus,0.0,0.0,1e-05,6e-05,0.0,1e-05,0.0,0.0,0.0,4e-05,0.0,0.0,1e-05,8e-05,0.0,1e-05,1e-05,6e-05,3e-05,1e-05
Bacillus cytotoxicus,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacillus inaquosorum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0
Bacillus licheniformis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacillus paralicheniformis,1e-05,0.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacillus paranthracis,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacillus safensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0
Bacillus sp. CSS-39,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacillus sp. DX3.1,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacillus sp. FJAT-42376,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacillus sp. T3,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacillus spizizenii,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacillus subtilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0
Bacillus thuringiensis,0.0,0.0,1e-05,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022,0.0,0.0
Bacillus velezensis,1e-05,2e-05,2e-05,0.0,0.0,2e-05,0.0,3e-05,1e-05,0.0,3e-05,1e-05,1e-05,0.0,1e-05,0.0,2e-05,1e-05,0.0,0.0
Bacteroides caccae,0.00011,0.00031,0.01378,9e-05,0.00276,0.00032,0.04038,0.00796,0.01563,0.00064,0.00801,0.00562,0.00943,0.00568,0.00809,9e-05,0.00087,0.00717,0.00063,9e-05
Bacteroides caecimuris,0.0,0.00014,0.00086,0.0,9e-05,2e-05,0.00024,0.00022,0.00023,3e-05,9e-05,0.00012,0.00015,0.00033,0.00013,6e-05,0.00037,0.00077,0.00036,6e-05
Bacteroides cellulosilyticus,0.00013,0.0003,0.0139,5e-05,0.00449,0.00018,8e-05,0.00414,0.01379,0.00105,0.00016,0.00014,0.00281,0.081,0.00012,0.16533,0.0145,0.0002,0.00821,0.16533
Bacteroides difficilis,0.0,5e-05,0.00017,0.0,5e-05,0.00018,5e-05,9e-05,3e-05,0.0,0.0001,1e-05,0.00015,0.00034,0.00262,5e-05,0.00052,2e-05,7e-05,5e-05
Bacteroides eggerthii,0.00085,0.00225,0.00039,1e-05,0.00454,8e-05,0.00107,0.0004,8e-05,0.00023,0.00344,0.00045,0.00068,0.00032,0.00128,5e-05,0.00733,0.0001,0.00012,5e-05
Bacteroides faecis,9e-05,0.00035,0.00057,4e-05,0.01717,0.00046,0.00157,0.00034,0.00036,0.00013,0.00229,0.00069,0.00108,0.00032,0.00192,0.00069,0.00057,0.04356,0.00069,0.00069
Bacteroides faecium,0.0,4e-05,0.0068,1e-05,5e-05,2e-05,0.00015,7e-05,0.00011,1e-05,7e-05,2e-05,5e-05,0.00011,0.00011,1e-05,4e-05,0.00015,0.00011,1e-05
Bacteroides finegoldii,4e-05,4e-05,0.00038,0.0,0.00023,0.00019,7e-05,0.00013,6e-05,1e-05,0.00037,9e-05,0.0012,0.00036,0.00384,0.00012,0.00082,0.00033,0.00021,0.00012
Bacteroides fragilis,0.11269,0.00327,0.01799,0.00015,0.00217,0.00079,0.00249,0.00109,0.01765,0.00092,0.00765,0.00255,0.00544,0.00221,0.00222,0.01348,0.00221,0.00364,0.00411,0.01348
Bacteroides graminisolvens,0.0,0.0,2e-05,0.0,2e-05,1e-05,1e-05,2e-05,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,0.0,1e-05,0.0,1e-05,0.0
Bacteroides helcogenes,5e-05,1e-05,5e-05,0.0,3e-05,2e-05,6e-05,6e-05,6e-05,2e-05,0.00015,6e-05,0.00019,4e-05,2e-05,5e-05,2e-05,3e-05,3e-05,5e-05
Bacteroides heparinolyticus,2e-05,1e-05,2e-05,0.0,1e-05,5e-05,4e-05,2e-05,2e-05,0.0,2e-05,2e-05,5e-05,1e-05,1e-05,1e-05,1e-05,0.0,2e-05,1e-05
Bacteroides hominis,5e-05,0.00021,0.00183,0.0,0.00188,9e-05,0.00352,0.00079,0.00175,0.00039,0.0004,0.00187,0.00181,0.00101,0.00162,0.0001,0.00027,0.00037,0.00055,0.0001
Bacteroides humanifaecis,0.0054,0.00095,0.00168,2e-05,0.02522,6e-05,0.00909,0.00599,0.00215,0.00061,0.01385,0.0037,0.00456,0.06284,0.00259,0.00065,0.00023,0.00383,0.00012,0.00065
Bacteroides intestinalis,0.00094,0.0001,0.00021,1e-05,8e-05,0.00016,0.00018,0.04484,6e-05,0.01927,0.00114,5e-05,0.03225,0.00101,0.00023,0.00067,0.00021,8e-05,0.14954,0.00067
Bacteroides luhongzhouii,1e-05,5e-05,0.00024,0.0,8e-05,4e-05,0.00019,0.0001,8e-05,0.0,0.00027,2e-05,0.0001,0.00013,0.00011,2e-05,6e-05,0.00053,0.00021,2e-05
Bacteroides nordii,0.00013,2e-05,0.00401,1e-05,6e-05,0.00011,1e-05,0.00061,0.01795,3e-05,2e-05,0.0014,0.00067,0.00148,0.00067,5e-05,0.0001,2e-05,7e-05,5e-05
Bacteroides ovatus,0.00251,0.01463,0.00591,0.00011,0.01177,0.00083,0.14269,0.01399,0.05285,0.00115,0.03432,0.01459,0.02997,0.08198,0.01226,0.05593,0.0311,0.01558,0.16357,0.05593
Bacteroides pyogenes,0.0,1e-05,1e-05,0.0,4e-05,1e-05,1e-05,4e-05,4e-05,1e-05,1e-05,2e-05,2e-05,2e-05,5e-05,1e-05,1e-05,1e-05,2e-05,1e-05
Bacteroides salyersiae,0.0006,0.0002,0.00026,1e-05,0.00019,0.00024,0.00019,0.00023,0.00029,9e-05,0.01188,0.00022,0.00025,0.0002,0.00039,0.00065,0.00057,0.00018,0.00047,0.00065
Bacteroides sedimenti,0.0,0.0,1e-05,0.0,1e-05,3e-05,0.0,2e-05,0.0,0.0,0.0,1e-05,1e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.0
Bacteroides sp. A1C1,0.00041,0.00057,0.00295,1e-05,0.0045,0.00014,0.00577,0.00355,0.00237,0.00092,0.00382,0.00256,0.00464,0.00395,0.00472,0.0011,0.00114,0.00217,0.00014,0.0011
Bacteroides sp. BFG-257,0.0,0.0,0.00015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014,0.00179,0.0,0.0005,0.0,0.0,0.00026,0.0005
Bacteroides sp. CACC 737,3e-05,0.00051,0.00107,2e-05,0.00492,0.00012,0.00544,0.00135,0.00069,0.0001,0.00518,0.00177,0.00384,0.00574,0.00024,0.0004,0.00047,0.00112,9e-05,0.0004
Bacteroides sp. CG01,0.0,1e-05,0.00023,0.0,1e-05,2e-05,1e-05,5e-05,0.00108,0.0,2e-05,2e-05,7e-05,0.00026,2e-05,4e-05,1e-05,1e-05,4e-05,4e-05
Bacteroides sp. D2,0.0,0.00047,5e-05,0.0,0.00014,1e-05,0.00035,0.00035,0.00027,1e-05,0.00099,9e-05,0.00081,0.001,0.0003,2e-05,0.00037,0.00014,0.00197,2e-05
Bacteroides sp. DH3716P,1e-05,0.00022,0.00099,0.0,0.0012,0.00105,0.00823,0.0011,0.00825,0.00011,0.00041,0.00056,0.00057,0.00741,0.00072,6e-05,0.00028,0.00387,0.00422,6e-05
Bacteroides sp. HF-162,2e-05,0.00256,0.00322,5e-05,0.00311,0.00015,0.00843,0.00375,0.00277,0.0005,0.00383,0.00949,0.0069,0.00208,0.00032,0.00098,0.00022,0.00495,0.00814,0.00098
Bacteroides sp. KFT8,0.0,0.00042,0.00026,0.0,9e-05,1e-05,0.00042,0.00022,0.00033,0.0,0.00035,0.0,0.0003,0.00038,0.00026,3e-05,0.00082,0.00048,0.0009,3e-05
Bacteroides sp. M10,0.0,0.00029,0.00023,0.0,0.00012,0.00036,0.00058,0.00021,0.00033,1e-05,0.00066,1e-05,0.00029,0.00083,0.00029,4e-05,0.00027,0.00012,0.00148,4e-05
Bacteroides sp. MSB163,0.0,0.00251,0.00036,0.0,0.00022,1e-05,0.00021,0.00181,0.00018,0.0007,3e-05,1e-05,0.00191,0.00247,3e-05,0.0012,0.00023,3e-05,0.00638,0.0012
Bacteroides sp. PHL 2737,0.0,0.0,0.00231,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.00041,0.00057,0.0,0.0,0.0,0.0,0.0,0.0
Bacteroides sp. ZJ-18,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,2e-05,3e-05,6e-05,1e-05,7e-05,0.0,0.0,0.0,0.0,0.0,0.00026,0.0
Bacteroides stercoris,0.32909,0.00047,0.01055,0.00037,0.00043,0.00407,0.00092,0.0192,0.00069,0.00015,0.45509,0.00041,0.00231,0.01613,0.14357,0.00075,0.02225,0.00058,0.0004,0.00075
Bacteroides thetaiotaomicron,0.00543,0.02251,0.00972,0.00014,0.00329,0.00279,0.00453,0.01701,0.01814,0.01496,0.01008,0.27922,0.04525,0.00733,0.00398,0.1503,0.01441,0.0055,0.04802,0.1503
Bacteroides uniformis,0.00068,0.01935,0.05477,0.00038,0.00932,0.01013,0.18122,0.12042,0.13247,0.03486,0.02799,0.19531,0.26041,0.00731,0.03149,0.09898,0.03851,0.12443,0.00575,0.09898
Bacteroides xylanisolvens,0.00163,0.00122,0.0068,5e-05,0.01626,0.00381,0.00333,0.00373,0.00545,0.00018,0.00296,0.00792,0.00614,0.01301,0.01062,0.00051,0.00346,0.08727,0.0218,0.00051
Bacteroides zhangwenhongii,0.00011,0.00012,0.00098,0.0,0.00018,0.0006,7e-05,0.00014,0.00041,2e-05,0.00037,0.00017,0.00039,0.00064,0.0048,9e-05,0.00119,0.00027,0.00064,9e-05
Bacteroides zoogleoformans,0.0,1e-05,2e-05,0.0,3e-05,8e-05,5e-05,6e-05,1e-05,0.0,3e-05,2e-05,4e-05,2e-05,1e-05,1e-05,3e-05,1e-05,1e-05,1e-05
Barnesiella intestinihominis,1e-05,0.00713,0.01483,1e-05,0.00919,8e-05,1e-05,0.00883,0.0,2e-05,0.0,1e-05,1e-05,2e-05,0.00553,0.0,6e-05,3e-05,3e-05,0.0
Barnesiella sp. An22,1e-05,0.00072,6e-05,0.0,0.0001,0.00027,3e-05,0.0001,2e-05,1e-05,0.00012,4e-05,8e-05,0.0001,0.00015,6e-05,4e-05,2e-05,0.00023,6e-05
Barnesiella viscericola,0.0,9e-05,0.00013,0.0,3e-05,6e-05,0.0,9e-05,9e-05,0.0,6e-05,0.0,0.0001,0.00012,2e-05,0.00044,0.00012,0.0,2e-05,0.00044
Bartonella krasnovii,2e-05,6e-05,6e-05,8e-05,7e-05,0.00014,2e-05,0.00012,6e-05,6e-05,0.00028,0.00013,0.00011,0.00023,0.0001,0.00013,0.00018,8e-05,5e-05,0.00013
Bartonella sp. C271,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bdellovibrio bacteriovorus,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,1e-05,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bengtsoniella intestinalis,1e-05,1e-05,1e-05,0.0,2e-05,2e-05,0.0,2e-05,1e-05,1e-05,0.0,1e-05,1e-05,1e-05,0.0,0.0,2e-05,0.0,0.0,0.0
Berryella intestinalis,0.0,1e-05,1e-05,2e-05,0.0,2e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,0.0
Berryella wangjianweii,0.0,0.0,1e-05,2e-05,0.0,2e-05,0.0,1e-05,0.0,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bifidobacterium adolescentis,3e-05,6e-05,4e-05,3e-05,0.0001,3e-05,4e-05,0.00132,0.00011,6e-05,0.00013,1e-05,7e-05,5e-05,0.00542,1e-05,7e-05,8e-05,5e-05,1e-05
Bifidobacterium angulatum,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,1e-05,0.0,0.0,0.0
Bifidobacterium animalis,0.0,0.0,0.0,1e-05,0.0,0.00029,0.0,0.0,0.0,0.0,0.0,6e-05,0.0,0.0,0.00042,2e-05,0.0,0.00016,2e-05,2e-05
Bifidobacterium asteroides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0
Bifidobacterium bifidum,2e-05,1e-05,0.0,1e-05,1e-05,6e-05,3e-05,0.00325,1e-05,1e-05,0.0,1e-05,0.0,1e-05,0.0179,3e-05,2e-05,0.00712,1e-05,3e-05
Bifidobacterium breve,3e-05,4e-05,0.0001,0.00091,6e-05,2e-05,7e-05,8e-05,7e-05,2e-05,2e-05,5e-05,2e-05,0.00017,0.00013,2e-05,3e-05,0.00034,1e-05,2e-05
Bifidobacterium catenulatum,0.0,3e-05,1e-05,7e-05,1e-05,1e-05,2e-05,2e-05,0.00072,0.00014,0.0,1e-05,1e-05,2e-05,0.00015,0.0,0.00013,1e-05,0.0,0.0
Bifidobacterium choerinum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bifidobacterium dentium,0.0,1e-05,1e-05,0.00101,0.00021,1e-05,0.0,0.0,6e-05,1e-05,2e-05,0.00058,0.0,1e-05,0.00044,0.0,0.0003,1e-05,0.0,0.0
Bifidobacterium eulemuris,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bifidobacterium imperatoris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0
Bifidobacterium longum,0.00195,0.00136,0.00049,0.06394,0.00568,0.00016,0.02433,0.00705,0.00435,0.0004,0.00018,0.00295,0.00015,0.03369,0.01206,2e-05,0.00326,0.01213,0.00024,2e-05
Bifidobacterium pseudocatenulatum,3e-05,2e-05,6e-05,5e-05,2e-05,2e-05,4e-05,3e-05,0.0042,0.00134,0.0,8e-05,5e-05,0.00018,0.00159,0.0,0.00186,5e-05,0.0,0.0
Bifidobacterium pseudolongum,3e-05,5e-05,5e-05,0.00011,4e-05,0.0001,2e-05,9e-05,0.0001,4e-05,0.0002,0.00011,0.00013,0.00016,3e-05,4e-05,3e-05,5e-05,0.00011,4e-05
Bifidobacterium pullorum,0.0,0.0,2e-05,1e-05,0.00242,0.0,0.0,0.0,1e-05,1e-05,1e-05,1e-05,0.0,4e-05,1e-05,0.0,0.0,1e-05,1e-05,0.0
Bifidobacterium saguini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0
Bifidobacterium scardovii,1e-05,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,2e-05,1e-05,0.0
Bifidobacterium sp. ESL0690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0
Bifidobacterium sp. ESL0764,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bifidobacterium subtile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-05,0.0,0.0
Bifidobacterium thermophilum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billgrantia tianxiuensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Birpovirus hiberniae,0.0,0.0,0.0,0.0,0.00169,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.00022,0.0,0.0
Birpovirus hominis,0.0,0.0,0.0,0.0,0.0026,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032,0.0,0.0
Blattabacterium cuenoti,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blautia argi,0.00028,7e-05,5e-05,0.00105,0.00199,5e-05,0.00011,6e-05,6e-05,9e-05,0.00069,3e-05,4e-05,0.00025,0.0001,0.00011,5e-05,7e-05,0.01563,0.00011
Blautia coccoides,0.00071,0.0007,0.00031,0.00775,0.00047,0.0004,0.00049,0.00045,0.00041,0.00114,0.0004,0.02716,0.0002,0.00038,0.00035,0.00058,0.00023,0.00047,0.0004,0.00058
Blautia hansenii,0.00048,0.00021,0.00013,0.00156,0.00022,0.00019,0.00019,0.00016,0.00023,0.00087,0.00051,2e-05,0.00015,0.00029,9e-05,0.00014,0.00013,0.00088,0.01029,0.00014
Blautia hydrogenotrophica,0.01261,0.0001,0.00042,0.00018,0.00227,0.00044,0.00066,0.00016,0.00144,0.00166,0.00683,4e-05,0.00066,0.00401,7e-05,4e-05,0.00016,0.00124,3e-05,4e-05
Blautia liquoris,4e-05,4e-05,2e-05,0.00017,2e-05,5e-05,3e-05,3e-05,6e-05,3e-05,1e-05,1e-05,2e-05,3e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05
Blautia luti,0.00138,0.0018,0.00084,0.00148,0.00136,0.00352,0.00183,0.00115,0.00217,0.00391,0.00011,0.00013,0.00094,0.00117,0.00115,0.00015,0.00093,0.00152,0.00039,0.00015
Blautia massiliensis (ex Durand et al. 2017),0.01216,0.00991,0.00548,0.00967,0.04135,0.02353,0.04683,0.02027,0.02003,0.0,0.0,0.0,0.0108,0.03761,0.01138,0.0,0.00642,0.0,0.0,0.0
Blautia obeum,0.00998,0.00561,0.00408,0.00186,0.01731,0.00499,0.01188,0.00149,0.00943,0.00123,0.00066,0.00026,0.00598,0.01885,0.00125,0.00034,0.01307,0.00114,0.0019,0.00034
Blautia parvula,0.00027,0.00013,8e-05,0.09502,0.00606,8e-05,0.00089,0.0003,0.00013,0.00097,0.00461,0.00039,5e-05,0.00159,0.00035,0.00821,3e-05,0.00098,0.00019,0.00821
Blautia producta,9e-05,0.0002,0.00013,0.01679,0.00013,0.00034,4e-05,0.00011,0.0001,0.00035,0.00026,0.01218,0.00022,9e-05,7e-05,0.00018,0.00017,0.00019,0.00029,0.00018
Blautia pseudococcoides,7e-05,7e-05,4e-05,0.00169,8e-05,6e-05,5e-05,6e-05,8e-05,0.0004,0.00013,0.00048,4e-05,8e-05,2e-05,5e-05,4e-05,5e-05,6e-05,5e-05
Blautia sp. SC05B48,0.00185,0.00337,0.00114,0.00054,0.00328,0.00281,0.0059,0.00356,0.00454,0.00034,0.00014,0.00014,0.00154,0.00456,0.00182,9e-05,0.00086,0.00031,0.0005,9e-05
Blautia wexlerae,0.06487,0.05692,0.0204,0.00163,0.0616,0.05498,0.05293,0.03222,0.02646,0.21803,0.00086,0.00063,0.04134,0.04399,0.06496,0.00044,0.03318,0.04102,0.01992,0.00044
Blochmannia endosymbiont of Colobopsis nipponica,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blohavirus americanus,0.0,0.0,0.0,0.0,0.00071,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.00123,0.0,0.0
Blohavirus faecalis,0.0,0.0,0.0,0.0,0.00082,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.00131,0.0,0.0
Bordetella avium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bordetella bronchialis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bordetella genomosp. 8,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosea beijingensis,0.0,0.0,0.0,0.0,1e-05,1e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0
Brachyspira pilosicoli,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bradyrhizobium barranii,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
